Ensembl Gene ID,Gene Symbol,GBM64_poor,GBM76_poor,GBM80_poor,GBM85_poor,GBM108_poor,GBM115_poor,GBM12_good,GBM39_good,GBM59_good,GBM44_poor,GBM5_good,Description
ENSG00000165118,C9orf64,4.35,7.92,7.26,10.15,7.34,9.98,3.26,2.35,1.79,0.53,5.33,chromosome 9 open reading frame 64 [Source:HGNC Symbol;Acc:HGNC:28144]
ENSG00000228623,ZNF883,5.44,7.84,0.23,10.03,5.06,8.91,1.84,3.1,4.26,2.64,9.57,zinc finger protein 883 [Source:HGNC Symbol;Acc:HGNC:27271]
ENSG00000142197,DOPEY2,1.21,1.11,2.1,2.54,0.57,0.83,0.08,0.18,0.27,0,0.83,dopey family member 2 [Source:HGNC Symbol;Acc:HGNC:1291]
ENSG00000187372,PCDHB13,9.32,13.36,3.72,37.05,6.63,12.09,3.17,4.92,0.41,0,2.92,protocadherin beta 13 [Source:HGNC Symbol;Acc:HGNC:8684]
ENSG00000136068,FLNB,3.19,2.42,2.31,1.01,2.86,1.33,0.17,0.76,1.42,0.48,0.52,filamin B [Source:HGNC Symbol;Acc:HGNC:3755]
ENSG00000155324,GRAMD3,0.26,1.36,1.01,1.76,1.03,1.06,0.16,0.54,0.68,0.18,1.64,GRAM domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24911]
ENSG00000047230,CTPS2,1.87,1.79,1.85,2.84,1.69,1.09,0.18,0.75,1.13,0.32,1.29,CTP synthase 2 [Source:HGNC Symbol;Acc:HGNC:2520]
ENSG00000128731,HERC2,1.83,4.59,4.54,3.58,4.41,3.14,0.65,0.52,1.07,0.49,4.73,HECT and RLD domain containing E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:4868]
ENSG00000161791,FMNL3,10.59,9.75,10.08,5.78,13.09,15.04,1.34,3.07,1.54,1.9,3.52,formin like 3 [Source:HGNC Symbol;Acc:HGNC:23698]
ENSG00000128713,HOXD11,42.63,0.73,1.73,25.46,30.19,0.25,3.83,0.69,4.6,2.57,20.53,homeobox D11 [Source:HGNC Symbol;Acc:HGNC:5134]
ENSG00000111011,RSRC2,18.15,39.74,28.33,31.37,30.44,24.05,8.41,23.89,22.25,7.09,28.63,arginine and serine rich coiled-coil 2 [Source:HGNC Symbol;Acc:HGNC:30559]
ENSG00000238123,MID1IP1-AS1,1.96,4.38,10.91,4.73,2.48,6.74,0,0.26,0.12,0,4.26,MID1IP1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40932]
ENSG00000214167,AC005544.1,697.37,121.66,585.7,170.04,287.16,1014.27,16.03,32.1,0.51,0,42.59,NA
ENSG00000230337,RP4-635E18.6,2.76,8.39,8.19,4.26,4.7,7.35,0,4.27,5.08,0,14.88,NA
ENSG00000272824,RP6-74O6.6,5.1,6.12,0.3,3,8.24,1,0,1.21,1.41,11.21,0.66,NA
ENSG00000183011,LSMD1,6.27,6.49,6.65,9.47,6.67,9.56,0.97,3.33,8.03,1.73,5,"N(alpha)-acetyltransferase 38, NatC auxiliary subunit [Source:HGNC Symbol;Acc:HGNC:28212]"
ENSG00000170619,COMMD5,10.17,16.18,11.44,12.56,17.63,24.11,3.48,8.54,6.94,4.29,15.88,COMM domain containing 5 [Source:HGNC Symbol;Acc:HGNC:17902]
ENSG00000266239,MIR3605,463.71,511.66,745.48,843.19,347.97,515.48,1382.5,145.86,347.09,941.09,305.21,NA
ENSG00000062582,MRPS24,67.52,103.55,102.91,82.97,93.67,142.76,11.6,83.62,93.44,16.33,66.37,mitochondrial ribosomal protein S24 [Source:HGNC Symbol;Acc:HGNC:14510]
ENSG00000100101,NOL12,3.92,6.29,3.33,2.52,5.6,2.16,0.84,1.09,3.7,1.45,4.47,NA
ENSG00000261684,RP11-265N6.1,24.58,74.53,109.12,92.24,169.57,80.19,34.07,78.69,94.85,15.26,108.1,NA
ENSG00000177105,RHOG,6.85,10.21,5.51,6.59,9.12,8.34,1.58,8.07,15.12,2.12,9.27,ras homolog family member G [Source:HGNC Symbol;Acc:HGNC:672]
ENSG00000112146,FBXO9,5.01,9.1,4.46,9.21,8.09,6.13,1.58,5.03,8.63,0.61,8.06,F-box protein 9 [Source:HGNC Symbol;Acc:HGNC:13588]
ENSG00000150540,HNMT,1.61,2.8,0.63,1.54,0.68,5,0.85,0.99,2.57,0.19,3.18,histamine N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:5028]
ENSG00000127589,TUBBP1,205.65,191.73,186.32,283.95,184.14,243.51,36.96,109.51,205.98,30.09,275.33,tubulin beta pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:12414]
ENSG00000272040,CTC-366B18.4,3.75,6.37,4.13,5.11,14.04,4.26,4.74,3.73,5.83,8.49,1.83,NA
ENSG00000236850,BMS1P20,4.8,4.88,3.28,3.25,5.41,3.58,0,1.78,3.76,0.25,4.41,"BMS1, ribosome biogenesis factor pseudogene 20 [Source:HGNC Symbol;Acc:HGNC:49153]"
ENSG00000258907,RP11-644F5.15,0.44,0.44,0.88,1.59,1.26,1.7,0,0.77,1.06,0,0.76,NA
ENSG00000167778,SPRYD3,6.9,8.49,7.88,5.29,17.47,10.79,0.75,8.03,9.44,4.01,7.49,SPRY domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25920]
ENSG00000175395,ZNF25,9.54,3.82,18.27,5.08,4.22,13.21,2.45,1.6,4.38,0.37,7.49,zinc finger protein 25 [Source:HGNC Symbol;Acc:HGNC:13043]
ENSG00000272862,RP11-814H16.2,1.83,3.81,0.81,1.69,6.34,0.89,0,1.33,1.81,0,1.44,NA
ENSG00000106052,TAX1BP1,5.61,11.48,18.87,14.71,10.85,8.81,3.42,7.47,13.69,1.13,14.3,Tax1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11575]
ENSG00000141252,VPS53,0.95,1.15,1.92,1.05,1.65,1.14,0.36,0.32,0.61,0.09,1,"VPS53, GARP complex subunit [Source:HGNC Symbol;Acc:HGNC:25608]"
ENSG00000231409,RP11-83J16.1,1.28,0,1.39,1.82,1.56,0.13,0,0.6,1.42,0,0.13,NA
ENSG00000107779,BMPR1A,1.18,1.36,4.39,0.93,1.65,2,0.53,0.82,1.72,0.42,0.55,bone morphogenetic protein receptor type 1A [Source:HGNC Symbol;Acc:HGNC:1076]
ENSG00000163596,ICA1L,1.46,2.35,4.86,2.94,1.55,2.37,0.46,0.51,0.95,0.31,0.97,islet cell autoantigen 1 like [Source:HGNC Symbol;Acc:HGNC:14442]
ENSG00000152127,MGAT5,0.62,1.68,2.34,4.08,2.47,1.19,0.25,5.12,0.53,0.3,0.91,"mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:7049]"
ENSG00000266261,RP11-640I15.1,1.06,2.49,2.51,2.41,2.17,1.3,0,0.68,1.53,0,2.39,NA
ENSG00000272294,RP3-326L13.3,1.66,100.49,6.8,34.63,43.51,0.14,13.29,14.05,119.82,0,50.86,NA
ENSG00000131626,PPFIA1,4.06,4.66,2.79,4.24,4.9,2.37,0.88,1.46,2.22,0.35,3.04,PTPRF interacting protein alpha 1 [Source:HGNC Symbol;Acc:HGNC:9245]
ENSG00000228192,RP11-342M1.3,0.63,3.34,2.29,2.89,2.95,2.83,0,1.47,1.55,2.53,2.97,NA
ENSG00000272555,RP11-459I19.1,0,0.3,0.52,1.65,3.69,2.55,0,3.95,0.66,0,0.92,NA
ENSG00000228158,TLE1P1,6.88,10.22,10.52,1.17,8.72,10.18,9.19,1.62,2.53,0,1.19,transducin like enhancer of split 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39438]
ENSG00000128011,LRFN1,11.11,16.19,3.42,12.62,3.79,10.1,0,0,0.07,0,4.24,leucine rich repeat and fibronectin type III domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29290]
ENSG00000123545,NDUFAF4,6.23,8.56,14.47,15.92,21.47,13.99,3.87,11.72,18.26,1.16,15.92,NADH:ubiquinone oxidoreductase complex assembly factor 4 [Source:HGNC Symbol;Acc:HGNC:21034]
ENSG00000273353,CTA-268H5.12,1.15,1.68,0.42,2.07,1.53,0.25,0,0.2,1.48,0,2.22,NA
ENSG00000117899,MESDC2,2.75,12.77,6.8,9.42,5.83,6.22,1.95,9.13,6.59,1.05,8.86,mesoderm development candidate 2 [Source:HGNC Symbol;Acc:HGNC:13520]
ENSG00000163170,BOLA3,3.58,6.11,3.72,3.03,6.14,5.45,1.76,8.74,9.39,0,3.07,bolA family member 3 [Source:HGNC Symbol;Acc:HGNC:24415]
ENSG00000004776,HSPB6,3.87,88.68,43.61,3.76,144.81,1.09,22.04,9.11,206.23,7.05,47.06,heat shock protein family B (small) member 6 [Source:HGNC Symbol;Acc:HGNC:26511]
ENSG00000229932,YWHAZP3,48.39,41.8,74.12,50.05,37.9,90.19,14.97,85.51,35.66,0,66.69,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:31101]
ENSG00000107185,RGP1,33.34,53.85,40.43,45.05,70.58,37.15,21.25,547.42,275.49,30.13,39.85,"RGP1 homolog, RAB6A GEF complex partner 1 [Source:HGNC Symbol;Acc:HGNC:21965]"
ENSG00000134058,CDK7,1.75,1.86,2.07,2.39,2.65,2.11,0.78,1.96,1.65,0.47,1.18,cyclin dependent kinase 7 [Source:HGNC Symbol;Acc:HGNC:1778]
ENSG00000164466,SFXN1,7.88,10,14.01,11.74,9.01,11.56,1.78,4.1,5.41,3.1,7.3,sideroflexin 1 [Source:HGNC Symbol;Acc:HGNC:16085]
ENSG00000119979,FAM45A,4.34,2.25,4.89,1.94,2.06,4.34,0.33,1.69,3.91,0.29,1.68,family with sequence similarity 45 member A [Source:HGNC Symbol;Acc:HGNC:31793]
ENSG00000229638,RPL4P4,160.67,195.09,200.94,335.88,198.37,200.8,51.68,252.93,236.88,57.86,275.04,ribosomal protein L4 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:36179]
ENSG00000233597,RP11-343B5.1,2.51,0.35,1.64,4.3,3.4,1.32,0,0.71,1.82,0,1.82,NA
ENSG00000164902,PHAX,7.38,13.07,14.66,11.86,12.39,12.4,4.3,5.92,8.51,2.39,5.97,phosphorylated adaptor for RNA export [Source:HGNC Symbol;Acc:HGNC:10241]
ENSG00000240103,RP11-846F4.6,0.93,1.08,1,0.9,1.25,0.82,0,1.58,0.97,0,1.81,NA
ENSG00000136811,ODF2,8.24,14.07,8.65,11.46,18.57,10.07,2.76,8.01,5.84,3.12,8.24,outer dense fiber of sperm tails 2 [Source:HGNC Symbol;Acc:HGNC:8114]
ENSG00000143761,ARF1,87.97,89.19,145.28,82.77,105.26,115.01,29.07,80.05,112.3,29.03,117.88,ADP ribosylation factor 1 [Source:HGNC Symbol;Acc:HGNC:652]
ENSG00000134882,UBAC2,0.96,1.73,2.38,0.82,2.13,1.47,0.45,1.24,0.92,0.24,0.99,UBA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20486]
ENSG00000267834,RP11-167N5.5,9.62,6.39,3.73,5.87,6.76,2.74,22.25,1.9,3.21,0,4.05,NA
ENSG00000029993,HMGB3,61.38,37.3,94.15,81.16,61.45,76.67,22.62,26.73,44.88,11.1,30.17,high mobility group box 3 [Source:HGNC Symbol;Acc:HGNC:5004]
ENSG00000111271,ACAD10,1.92,2.41,2.85,3.47,3.74,4.38,0.47,0.75,1.25,1.12,2.65,acyl-CoA dehydrogenase family member 10 [Source:HGNC Symbol;Acc:HGNC:21597]
ENSG00000146063,TRIM41,21.35,36.8,21.37,33.12,44.27,25.83,4.99,3.21,7.33,8.19,20.54,tripartite motif containing 41 [Source:HGNC Symbol;Acc:HGNC:19013]
ENSG00000250796,RP11-723O4.3,14.37,2.35,7.44,4.17,7.99,7.16,0,0.31,2.23,0,7.08,NA
ENSG00000271643,RP11-10C24.3,0.83,1.39,1.33,3.46,7.43,2.28,0,4.79,3.34,0,1.2,NA
ENSG00000120217,CD274,0.06,5.93,0.02,0.19,0.25,7.4,0.28,1.04,9.01,0.49,0,CD274 molecule [Source:HGNC Symbol;Acc:HGNC:17635]
ENSG00000167220,HDHD2,6.08,9.54,17.07,9.48,9.15,10.26,1.8,6.74,5.1,1.72,19.96,haloacid dehalogenase like hydrolase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25364]
ENSG00000160352,ZNF714,4.48,5.31,8.48,3.3,2.09,0.45,1.41,1.17,1.12,0.23,0.55,zinc finger protein 714 [Source:HGNC Symbol;Acc:HGNC:27124]
ENSG00000130881,LRP3,20.1,21.22,15.54,17.23,16.11,21.59,2.75,0.02,0.04,0.82,8.39,LDL receptor related protein 3 [Source:HGNC Symbol;Acc:HGNC:6695]
ENSG00000200237,SNORA70,6.45,8.63,2.39,5.95,6.95,3.12,0,0.89,4.77,0,5.95,Small nucleolar RNA SNORA70 [Source:RFAM;Acc:RF00156]
ENSG00000135506,OS9,34.4,65.52,65.07,63.92,802.14,57.53,127.62,37.29,65.18,25.3,2707.92,"OS9, endoplasmic reticulum lectin [Source:HGNC Symbol;Acc:HGNC:16994]"
ENSG00000270521,RP11-24C14.1,0.86,0.81,1.44,2.94,1.67,2.87,0,2.37,2.26,0,2.51,NA
ENSG00000129003,VPS13C,0.94,4.71,3.38,2.44,2.85,1.82,1.01,1.65,1.92,0.83,4.09,vacuolar protein sorting 13 homolog C [Source:HGNC Symbol;Acc:HGNC:23594]
ENSG00000175348,TMEM9B,36.79,26.04,20.68,22.06,23.69,28.82,4.06,14.07,21.89,5.31,13.76,TMEM9 domain family member B [Source:HGNC Symbol;Acc:HGNC:1168]
ENSG00000197177,GPR123,4.15,2.28,9.53,1.06,0.76,0.21,0.09,0.1,0,0.33,1.94,adhesion G protein-coupled receptor A1 [Source:HGNC Symbol;Acc:HGNC:13838]
ENSG00000264474,MIR4656,1.8,10.81,2.25,4.71,11.2,2.67,0,0,1.99,0,3.92,microRNA 4656 [Source:HGNC Symbol;Acc:HGNC:41749]
ENSG00000105576,TNPO2,36.57,70.59,42,31.88,60.09,41.41,19.39,6,11,9.38,68.34,transportin 2 [Source:HGNC Symbol;Acc:HGNC:19998]
ENSG00000139433,GLTP,6.74,7.78,13.52,12.5,7.66,15.01,1.68,3.06,5.51,2.01,12.52,glycolipid transfer protein [Source:HGNC Symbol;Acc:HGNC:24867]
ENSG00000167797,CDK2AP2,114.32,103,70.72,62.48,103.51,114.82,17.98,60.12,123.09,13.8,48.96,cyclin dependent kinase 2 associated protein 2 [Source:HGNC Symbol;Acc:HGNC:30833]
ENSG00000242485,MRPL20,25.55,49.36,59.91,62.95,62.94,77.94,17.39,81.41,119.65,16.49,52.2,mitochondrial ribosomal protein L20 [Source:HGNC Symbol;Acc:HGNC:14478]
ENSG00000152253,SPC25,2.22,1.76,1.72,2.58,1.22,1.82,0.14,0.98,1.75,0,1.63,"SPC25, NDC80 kinetochore complex component [Source:HGNC Symbol;Acc:HGNC:24031]"
ENSG00000196950,SLC39A10,1.8,3.8,2.55,1.29,3.7,2.05,0.14,1.76,1.87,0.34,1.33,solute carrier family 39 member 10 [Source:HGNC Symbol;Acc:HGNC:20861]
ENSG00000061273,HDAC7,3.23,7.58,5.54,4.44,17.72,6.83,1.32,1.37,3.06,2.95,2.72,histone deacetylase 7 [Source:HGNC Symbol;Acc:HGNC:14067]
ENSG00000101158,NELFCD,46.41,52.99,39.49,49.5,71.1,74.53,24.22,27.73,44.99,10.31,80.61,negative elongation factor complex member C/D [Source:HGNC Symbol;Acc:HGNC:15934]
ENSG00000271835,RP11-129K12.4,1.6,1.53,2.29,3.3,4.91,0.54,0,1.43,1.92,0,0.66,NA
ENSG00000269980,RP11-282O18.7,1.08,2.96,2.06,4.64,5.1,1.75,0,0.55,2.33,0,1.59,NA
ENSG00000252743,RNU6-850P,70.62,31.5,9.48,98.68,116.24,27.61,0,7.34,16.95,0,73.37,"RNA, U6 small nuclear 850, pseudogene [Source:HGNC Symbol;Acc:HGNC:47813]"
ENSG00000198862,LTN1,4.09,6.59,7.5,11.55,6.46,5.48,1.88,2.82,3.09,0.54,7.91,listerin E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:13082]
ENSG00000132207,SLX1A,2.01,4.91,0.75,2.66,3.56,1.41,0,0.1,0.82,2.7,3.16,"SLX1 homolog A, structure-specific endonuclease subunit [Source:HGNC Symbol;Acc:HGNC:20922]"
ENSG00000260686,CTB-36H16.2,4.89,7.48,11.8,3.88,10.38,8.61,0,1.11,4.72,0,1.12,NA
ENSG00000272849,RP11-347I19.8,14.72,11.69,14.5,13.94,11.86,7.53,0,0.82,1.3,0,12.05,NA
ENSG00000226160,LA16c-17H1.3,4.21,9.22,4.98,4.02,3.98,8.65,0,5.01,9.35,0,3.82,NA
ENSG00000200917,RNU6-553P,1.05,3.52,0.7,0.46,2.92,0,0,0,0.26,0,3.94,"RNA, U6 small nuclear 553, pseudogene [Source:HGNC Symbol;Acc:HGNC:47516]"
ENSG00000272459,RP11-1277A3.3,1.99,3.12,1.43,3.1,8.41,0.44,0,1.16,2.49,0,1.09,NA
ENSG00000163235,TGFA,3,3.14,2.23,2.38,0.11,1.48,0.16,1.66,0.78,0.09,0.47,transforming growth factor alpha [Source:HGNC Symbol;Acc:HGNC:11765]
ENSG00000266050,RP11-822E23.6,1.28,0.52,1.66,0,1.25,3.81,0,0,1.38,0,0.25,NA
ENSG00000157343,ARMC12,0.68,0.85,1.04,1.2,2.38,1.67,0.92,0.2,0.05,0,0.24,armadillo repeat containing 12 [Source:HGNC Symbol;Acc:HGNC:21099]
ENSG00000114503,NCBP2,187.46,120.84,155.32,118.65,138.67,202.16,24.59,70.42,71.17,21.34,78.49,nuclear cap binding protein subunit 2 [Source:HGNC Symbol;Acc:HGNC:7659]
ENSG00000254352,RP11-578O24.2,4.25,4.96,2.37,4.41,3.29,4.93,0,1.57,5.85,0,3.94,NA
ENSG00000115419,GLS,4.77,7.9,5.05,3.44,8.29,4.16,2.15,8.77,8.42,2.4,4.6,glutaminase [Source:HGNC Symbol;Acc:HGNC:4331]
ENSG00000215933,BX119917.1,0,0,8.53,0,2.66,0,70,4.79,14.2,0,0,NA
ENSG00000198894,CIPC,17.15,30.22,17.53,15.04,10.22,15.17,5.19,13.71,12.29,5.68,15.32,CLOCK interacting pacemaker [Source:HGNC Symbol;Acc:HGNC:20365]
ENSG00000116198,CEP104,1.78,5.37,4.42,5.6,3.61,3.92,1.59,1.18,3.68,0.77,6.84,centrosomal protein 104 [Source:HGNC Symbol;Acc:HGNC:24866]
ENSG00000108666,C17orf75,3.88,3.82,4.69,7.29,3.51,3.58,0.43,2.27,3.16,0.39,2.39,chromosome 17 open reading frame 75 [Source:HGNC Symbol;Acc:HGNC:30173]
ENSG00000138379,MSTN,0.28,5.67,0.03,1.14,0.93,0.08,1.57,0.88,35.81,0,2.71,myostatin [Source:HGNC Symbol;Acc:HGNC:4223]
ENSG00000210107,MT-TQ,144.06,85.43,110.88,111.71,86.55,51.74,0,66.94,393.41,0,235.57,mitochondrially encoded tRNA glutamine [Source:HGNC Symbol;Acc:HGNC:7495]
ENSG00000249532,MIR302B,5.29,20.39,13.78,14.58,17.21,15.37,0,12.12,18.95,0,19.43,microRNA 302b [Source:HGNC Symbol;Acc:HGNC:31763]
ENSG00000122490,PQLC1,2.31,4.18,6.6,3.79,4.22,4.58,1.68,0.34,1.41,0.5,4.13,PQ loop repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:26188]
ENSG00000235651,AC064850.4,2.31,1.69,1.49,3.76,4.96,2.41,0,1.24,2.3,0,2.19,NA
ENSG00000197933,ZNF823,1.78,3.19,2.12,2.5,2.12,1.3,0.31,1.57,2.01,0.56,1.32,zinc finger protein 823 [Source:HGNC Symbol;Acc:HGNC:30936]
ENSG00000175548,ALG10B,1.82,6.72,4.57,3.75,6.02,7.48,1.49,2.87,1.76,0,6.32,"ALG10B, alpha-1,2-glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:31088]"
ENSG00000273219,RP11-644N4.1,2.21,4.21,0.66,1.45,5.05,1.05,0,2.48,2.78,0,8.12,NA
ENSG00000134072,CAMK1,22.93,14.14,14.51,7.72,13.35,23.75,3.5,4.32,6.87,4.31,3.36,calcium/calmodulin dependent protein kinase I [Source:HGNC Symbol;Acc:HGNC:1459]
ENSG00000152291,TGOLN2,77.17,131.39,133.63,115.65,215.15,94.29,24.99,97.12,103.28,31.9,137.63,trans-golgi network protein 2 [Source:HGNC Symbol;Acc:HGNC:15450]
ENSG00000055163,CYFIP2,6.81,2.62,7.95,6.06,4.04,5.28,0.64,0.31,1.03,1.26,3.72,cytoplasmic FMR1 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:13760]
ENSG00000233137,RP11-220I1.1,31.39,47.47,27.91,49.14,38.11,34.73,7.9,25.45,15.43,7.54,30.85,NA
ENSG00000223177,RNA5SP39,0.56,4.51,0,0.74,2.92,0,0,1.58,0.42,0,1.05,"RNA, 5S ribosomal pseudogene 39 [Source:HGNC Symbol;Acc:HGNC:42615]"
ENSG00000251102,CTBP2P4,5.93,5.22,16.51,10.38,7,7.23,0,2.33,4.8,10.77,6.21,C-terminal binding protein 2 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:45196]
ENSG00000164463,CREBRF,1.08,1.61,0.56,2.32,1.28,0.43,0.4,1.01,0.93,0.36,1.07,CREB3 regulatory factor [Source:HGNC Symbol;Acc:HGNC:24050]
ENSG00000105647,PIK3R2,38.13,51.08,102.95,50.29,51.36,57.14,9.2,3.39,9.8,8.53,34.37,phosphoinositide-3-kinase regulatory subunit 2 [Source:HGNC Symbol;Acc:HGNC:8980]
ENSG00000216676,RP1-15D7.1,3.31,3.02,1.8,6.51,2.81,6.08,0,2.95,2.89,0,5.81,NA
ENSG00000100997,ABHD12,1.36,2.42,3.99,3.95,3.84,4.69,1.44,1.02,2.17,0.31,3.04,abhydrolase domain containing 12 [Source:HGNC Symbol;Acc:HGNC:15868]
ENSG00000105953,OGDH,4.2,14.1,9.98,9.64,9.88,10.3,5.23,4.37,4.69,6.19,8.68,oxoglutarate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:8124]
ENSG00000232850,AL590708.2,1.94,1.94,0.27,1.32,4.75,1.43,0,0.18,0.32,0,0.53,PTGES2 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:48711]
ENSG00000145220,LYAR,1.69,4.19,2.45,2.74,6.75,4.54,0.98,5,5.44,0.88,5.77,Ly1 antibody reactive [Source:HGNC Symbol;Acc:HGNC:26021]
ENSG00000132670,PTPRA,4.54,8.75,4.38,5.91,4.7,5.79,1.93,3.17,4.19,1.56,5.86,"protein tyrosine phosphatase, receptor type A [Source:HGNC Symbol;Acc:HGNC:9664]"
ENSG00000266398,MIR3656,455.84,369.3,269.49,331.76,374.43,487.6,0,203.62,408.35,0,341.94,NA
ENSG00000263538,AC097103.1,4.81,4.83,3.61,5.26,10.84,22.41,0,0,0.59,0,5.5,NA
ENSG00000256028,RP11-197N18.2,55.24,74.25,95.98,73.96,91.86,106.4,10.93,34.89,58.33,17.62,73.22,NA
ENSG00000164975,SNAPC3,7.25,14.64,8.97,10.67,11.77,8.62,2.3,4.37,13.64,2.52,7.68,small nuclear RNA activating complex polypeptide 3 [Source:HGNC Symbol;Acc:HGNC:11136]
ENSG00000240751,RP11-553D4.2,1.18,2.12,0.93,2.64,3.66,1.75,0,0.72,0.73,0,1.32,NA
ENSG00000229921,KIF25-AS1,1.08,2.06,4.38,7.13,5.51,0.36,0,0.12,0.08,2.33,0,KIF25 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:20953]
ENSG00000227053,RP11-395B7.4,0.95,2.51,11.59,0.34,5.26,5.52,0,0.23,0.03,0,0.15,NA
ENSG00000162604,TM2D1,1.91,2.39,2.97,2.45,2.17,2.05,0.25,1.69,3.32,0.45,1.69,TM2 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24142]
ENSG00000125827,TMX4,11.17,6.73,41.32,13.03,32.88,15.85,3.64,5.74,14.47,2.57,9.71,thioredoxin related transmembrane protein 4 [Source:HGNC Symbol;Acc:HGNC:25237]
ENSG00000106244,PDAP1,48.85,56.04,64.77,48.14,82.9,65.24,12.52,41.52,54.1,18.3,61.6,PDGFA associated protein 1 [Source:HGNC Symbol;Acc:HGNC:14634]
ENSG00000176994,SMCR8,4.98,13.5,11.06,9.99,15.77,8.41,2.8,1.44,2.37,1.25,12.24,"Smith-Magenis syndrome chromosome region, candidate 8 [Source:HGNC Symbol;Acc:HGNC:17921]"
ENSG00000087053,MTMR2,3.78,3.03,3.29,3.02,3.93,8.15,1.02,3.94,2.34,0.32,2.18,myotubularin related protein 2 [Source:HGNC Symbol;Acc:HGNC:7450]
ENSG00000124120,TTPAL,7.99,10.72,9.89,11.32,10.42,9.13,2.36,4.34,9.13,2.65,12.36,alpha tocopherol transfer protein like [Source:HGNC Symbol;Acc:HGNC:16114]
ENSG00000263424,CTD-2541J13.2,10.82,104.34,47.99,46.37,23.96,47.88,18.58,9.91,5.47,2.66,77.54,NA
ENSG00000197258,EIF4BP6,14.48,11.83,12.07,15.69,9.84,12.77,3.03,6,4.02,5.42,9.28,eukaryotic translation initiation factor 4B pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:37939]
ENSG00000231684,RP11-416K24.2,24.76,43.14,41.71,28.98,41.39,31.69,2277.05,32.98,27.13,2272.59,26.05,eukaryotic translation initiation factor 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:49616]
ENSG00000266953,RP11-618P17.4,10.26,18.53,10.84,5.55,6.93,9.35,2.54,6.2,8.97,1.9,7.07,NA
ENSG00000258674,CTC-260F20.3,22.42,46.75,24.47,27.9,30.81,32.65,4.74,27.88,47.92,4.99,29.34,NA
ENSG00000224722,PRNCR1,8.77,9.64,12.52,13.49,9.43,11.62,4.43,7.37,12.37,3.97,12.58,NA
ENSG00000108292,MLLT6,29.13,57.84,45.55,62.92,47.78,36.79,9.8,2.31,5.85,7.55,67.12,NA
ENSG00000211827,TRDJ2,0,118.91,0,18,2.59,1.48,0,0.58,65.57,0,2.33,T cell receptor delta joining 2 [Source:HGNC Symbol;Acc:HGNC:12258]
ENSG00000099953,MMP11,0.84,1.57,2.78,2.53,16.43,1.57,0.69,0.33,0.79,1.23,2.69,matrix metallopeptidase 11 [Source:HGNC Symbol;Acc:HGNC:7157]
ENSG00000158796,DEDD,19.26,24.65,34.19,18.74,25.96,22.58,9.44,14.75,12.85,2.11,22.6,death effector domain containing [Source:HGNC Symbol;Acc:HGNC:2755]
ENSG00000102974,CTCF,4.65,8.23,9.01,7.7,8.31,10.54,1.15,3.5,3.95,0.65,8.18,CCCTC-binding factor [Source:HGNC Symbol;Acc:HGNC:13723]
ENSG00000146938,NLGN4X,1.73,1.88,1.68,0.49,1.37,1.58,0.17,0.4,1.85,0.15,0.26,"neuroligin 4, X-linked [Source:HGNC Symbol;Acc:HGNC:14287]"
ENSG00000221792,MIR1282,360.76,1084.13,711.08,835.28,1317.11,945.01,273.76,1205.82,1623.72,588.49,1094.87,microRNA 1282 [Source:HGNC Symbol;Acc:HGNC:35360]
ENSG00000241313,WWTR1-AS1,1.45,19.4,7.29,3.79,16.26,34.08,0,9.14,8.72,4.56,9.73,WWTR1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41035]
ENSG00000229348,HYI-AS1,0.52,0.81,1.84,1.5,1.69,0.69,0,0.1,0.84,0,1.41,HYI antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41173]
